ned,0.000000,0.000000,-4.956475,
ned,0.000000,0.000000,-4.960944,
ned,0.000000,0.000000,-4.965399,
ned,0.000000,0.000000,-4.973378,
ned,0.000000,0.000000,-4.978569,
ned,0.000000,0.000000,-4.978817,
ned,0.000000,0.000000,-4.979687,
ned,0.000000,0.000000,-4.980498,
ned,0.000000,0.000000,-4.982058,
ned,0.000000,0.000000,-4.984357,
ned,0.000000,0.000000,-4.988575,
ned,0.000000,0.000000,-4.991927,
ned,0.000000,0.000000,-4.991204,
ned,0.000000,0.000000,-4.985358,
ned,0.000000,0.000000,-4.977404,
ned,0.000000,0.000000,-4.971971,
ned,0.000000,0.000000,-4.973427,
ned,0.000000,0.000000,-4.971193,
ned,0.000000,0.000000,-4.968904,
ned,0.000000,0.000000,-4.964346,
ned,0.000000,0.000000,-4.961463,
ned,0.000000,0.000000,-4.960634,
ned,0.000000,0.000000,-4.967165,
ned,0.000000,0.000000,-4.978148,
ned,0.000000,0.000000,-4.983910,
ned,0.000000,0.000000,-4.985559,
ned,0.000000,0.000000,-4.992484,
ned,0.000000,0.000000,-5.003362,
ned,0.000000,0.000000,-5.012297,
ned,0.000000,0.000000,-5.016993,
ned,0.000000,0.000000,-5.028532,
ned,0.000000,0.000000,-5.037376,
ned,0.000000,0.000000,-5.044629,
ned,0.000000,0.000000,-5.046962,
ned,0.000000,0.000000,-5.053361,
ned,0.000000,0.000000,-5.057117,
ned,0.000000,0.000000,-5.059070,
