ned,0.000000,0.000000,-6.686382,
ned,0.000000,0.000000,-6.684222,
ned,0.000000,0.000000,-6.681625,
ned,0.000000,0.000000,-6.678390,
ned,0.000000,0.000000,-6.675015,
GPS_input,0,9999,
ned,0.000000,0.000000,-6.673110,
ned,0.000000,0.000000,-6.677119,
ned,0.000000,0.000000,-6.685836,
ned,0.000000,0.000000,-6.695947,
ned,0.000000,0.000000,-6.701303,
ned,0.000000,0.000000,-6.702083,
GPS_input,0,9999,
ned,0.000000,0.000000,-6.705741,
ned,0.000000,0.000000,-6.706875,
ned,0.000000,0.000000,-6.708285,
ned,0.000000,0.000000,-6.707390,
ned,0.000000,0.000000,-6.706115,
ned,0.000000,0.000000,-6.705352,
GPS_input,0,9999,
ned,0.000000,0.000000,-6.705799,
ned,0.000000,0.000000,-6.707957,
ned,0.000000,0.000000,-6.710999,
ned,0.000000,0.000000,-6.718451,
ned,0.000000,0.000000,-6.721797,
ned,0.000000,0.000000,-6.722164,
GPS_input,0,9999,
ned,0.000000,0.000000,-6.721854,
ned,0.000000,0.000000,-6.722785,
ned,0.000000,0.000000,-6.721038,
ned,0.000000,0.000000,-6.724006,
ned,0.000000,0.000000,-6.729701,
ned,0.000000,0.000000,-6.734765,
GPS_input,0,9999,
ned,0.000000,0.000000,-6.746164,
ned,0.000000,0.000000,-6.755234,
ned,0.000000,0.000000,-6.759307,
ned,0.000000,0.000000,-6.763759,
ned,0.000000,0.000000,-6.765971,
ned,0.000000,0.000000,-6.764764,
GPS_input,0,9999,
ned,0.000000,0.000000,-6.762494,
ned,0.000000,0.000000,-6.760804,
ned,0.000000,0.000000,-6.758943,
