ned,0.000000,0.000000,-4.600532,
ned,0.000000,0.000000,-4.593199,
ned,0.000000,0.000000,-4.590101,
ned,0.000000,0.000000,-4.583272,
ned,0.000000,0.000000,-4.579921,
ned,0.000000,0.000000,-4.579491,
ned,0.000000,0.000000,-4.582101,
ned,0.000000,0.000000,-4.584266,
ned,0.000000,0.000000,-4.584162,
ned,0.000000,0.000000,-4.585202,
ned,0.000000,0.000000,-4.588423,
ned,0.000000,0.000000,-4.592020,
ned,0.000000,0.000000,-4.595804,
ned,0.000000,0.000000,-4.595868,
ned,0.000000,0.000000,-4.597365,
ned,0.000000,0.000000,-4.603184,
ned,0.000000,0.000000,-4.614954,
ned,0.000000,0.000000,-4.618900,
ned,0.000000,0.000000,-4.626606,
ned,0.000000,0.000000,-4.632014,
ned,0.000000,0.000000,-4.629111,
ned,0.000000,0.000000,-4.617452,
ned,0.000000,0.000000,-4.602435,
ned,0.000000,0.000000,-4.587851,
ned,0.000000,0.000000,-4.578104,
ned,0.000000,0.000000,-4.575491,
ned,0.000000,0.000000,-4.577369,
ned,0.000000,0.000000,-4.581304,
ned,0.000000,0.000000,-4.578343,
ned,0.000000,0.000000,-4.572963,
ned,0.000000,0.000000,-4.570123,
ned,0.000000,0.000000,-4.568772,
ned,0.000000,0.000000,-4.573548,
ned,0.000000,0.000000,-4.577843,
ned,0.000000,0.000000,-4.578021,
ned,0.000000,0.000000,-4.581112,
ned,0.000000,0.000000,-4.579504,
